"","esv_id","kpcofgs","sample_type","ucsb_id","total_sample_number","total_percent_match","total_number_species"
"1750","ESV_069518","Bacteria, Proteobacteria, Alphaproteobacteria, Kordiimonadales, Kordiimonadaceae, Kordiimonas, aestuarii","BCBC-D (30-40)","",11,97.6,1
"1751","ESV_069519","Bacteria, Chloroflexi, Gitt-GS-136, , , , ","BCBC-D (30-40)","",11,97.2,7
"1752","ESV_069520","Bacteria, Actinobacteriota, MB-A2-108, , , , ","BCBC-D (30-40)","",11,98.8,8
"1753","ESV_069521","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, , ","BCBC-D (30-40)","",11,99.6,2
"1754","ESV_069522","Bacteria, Myxococcota, bacteriap25, , , , ","BCBC-D (30-40)","",11,97.6,2
"1755","ESV_069523","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCBC-D (30-40)","",11,98,4
"1756","ESV_069524","Bacteria, Actinobacteriota, Actinobacteria, 0319-7L14, , , ","BCBC-D (30-40)","",10,98.8,1
"1757","ESV_069525","Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Longispora, ","BCBC-D (30-40)","",10,92.9,1
"1758","ESV_069526","Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, , ","BCBC-D (30-40)","",10,99.2,3
"1759","ESV_069527","Bacteria, Chloroflexi, KD4-96, , , , ","BCBC-D (30-40)","",10,97.2,8
"1760","ESV_069528","Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Hoppeia, ","BCBC-D (30-40)","",10,99.2,2
"1761","ESV_069529","Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, ","BCBC-D (30-40)","",10,90.5,17
"1762","ESV_069530","Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Parvularculaceae, , ","BCBC-D (30-40)","",10,96.4,7
"1763","ESV_069531","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ensifer, sojae","BCBC-D (30-40)","",10,100,1
"1764","ESV_069532","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, , ","BCBC-D (30-40)","",10,77,6
"1765","ESV_069533","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, ","BCBC-D (30-40)","",9,97.6,2
"1766","ESV_069534","Archaea, Thermoplasmatota, Thermoplasmata, Marine Group II, , , ","BCBC-D (30-40)","",9,96.4,3
"1767","ESV_069535","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Puniceicoccaceae, Pelagicoccus, ","BCBC-D (30-40)","",9,94.5,4
"1768","ESV_069536","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, DEV007, , ","BCBC-D (30-40)","",9,98.8,1
"1769","ESV_069537","Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, ","BCBC-D (30-40)","",9,99.2,2
"1770","ESV_069538","Bacteria, Desulfobacterota, Desulfobulbia, Desulfobulbales, Desulfobulbaceae, uncultured, ","BCBC-D (30-40)","",9,99.2,5
"1771","ESV_069539","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCBC-D (30-40)","",9,98.8,1
"1772","ESV_069540","Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Solibacter, ","BCBC-D (30-40)","",9,98.8,1
"1773","ESV_069541","Bacteria, Actinobacteriota, MB-A2-108, , , , ","BCBC-D (30-40)","",9,99.6,3
"1774","ESV_069542","Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, , , ","BCBC-D (30-40)","",9,99.6,6
"1775","ESV_069543","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","BCBC-D (30-40)","",8,99.2,6
"1776","ESV_069544","Bacteria, Methylomirabilota, Methylomirabilia, Methylomirabilales, Methylomirabilaceae, wb1-A12, ","BCBC-D (30-40)","",8,99.2,1
"1777","ESV_069545","Bacteria, Myxococcota, bacteriap25, , , , ","BCBC-D (30-40)","",8,99.6,6
"1778","ESV_069546","Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, ","BCBC-D (30-40)","",8,98.4,3
"1779","ESV_069547","Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, , , ","BCBC-D (30-40)","",8,98.8,3
"1780","ESV_069548","Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, ","BCBC-D (30-40)","",8,97.2,1
"1781","ESV_069549","Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, Kiloniellaceae, , ","BCBC-D (30-40)","",8,97.2,2
"1782","ESV_069550","Bacteria, Chloroflexi, KD4-96, , , , ","BCBC-D (30-40)","",8,98.4,3
"1783","ESV_069551","Bacteria, Desulfobacterota, Desulfuromonadia, , , , ","BCBC-D (30-40)","",8,100,4
"1784","ESV_069552","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, , ","BCBC-D (30-40)","",8,99.6,1
"1785","ESV_069553","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Cellvibrionaceae, uncultured, ","BCBC-D (30-40)","",8,98.4,1
"1786","ESV_069554","Bacteria, Actinobacteriota, MB-A2-108, , , , ","BCBC-D (30-40)","",8,99.2,1
"1787","ESV_069555","Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, , ","BCBC-D (30-40)","",8,98,6
"1788","ESV_069556","Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, , ","BCBC-D (30-40)","",8,97.2,6
"1789","ESV_000307","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Amphipleuraceae, Halamphora, NA","Aquatic FB250 filter in alcohol- MO1","",593,99.7,2
"1790","ESV_006594","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, , , NA","Aquatic FB250 filter in alcohol- MO1","",3376,98.5,16
"1791","ESV_143222","Bacteria, Cyanobacteria, unk_class, Oscillatoriales, Microcoleaceae, , NA","Aquatic FB250 filter in alcohol- MO1","",135,94.9,7
"1792","ESV_143223","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, , , NA","Aquatic FB250 filter in alcohol- MO1","",89,98.5,13
"1793","ESV_143224","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Amphipleuraceae, Halamphora, NA","Aquatic FB250 filter in alcohol- MO1","",53,99.4,2
"1794","ESV_143225","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Amphipleuraceae, Halamphora, NA","Aquatic FB250 filter in alcohol- MO1","",53,99.4,2
"1795","ESV_143226","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, , , NA","Aquatic FB250 filter in alcohol- MO1","",52,98.5,18
"1796","ESV_143227","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, , , NA","Aquatic FB250 filter in alcohol- MO1","",24,99.4,3
"1797","ESV_143228","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Amphipleuraceae, Halamphora, NA","Aquatic FB250 filter in alcohol- MO1","",16,99.4,2
"1798","ESV_143229","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Amphipleuraceae, Halamphora, NA","Aquatic FB250 filter in alcohol- MO1","",10,99.4,2
"1799","ESV_143230","Bacteria, Cyanobacteria, unk_class, Oscillatoriales, Microcoleaceae, , NA","Aquatic FB250 filter in alcohol- MO1","",9,94.6,7
"1800","ESV_004361","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia cf. recta RT-2009","Killdeer fresh dropping","",20,81,1
"1801","ESV_004717","Eukaryota, , , , , , ","Killdeer fresh dropping","",11,86.5,4
"1802","ESV_010043","Eukaryota, Oomycota, unk_class, Peronosporales, Peronosporaceae, Phytophthora, ","Killdeer fresh dropping","",108,73.6,13
"1803","ESV_010145","Eukaryota, Arthropoda, Malacostraca, Isopoda, Armadillidiidae, Armadillidium, ","ground owl pellet","UCSB-IZC00045386",89,100,3
"1804","ESV_011057","Eukaryota, Arthropoda, Insecta, Diptera, , , ","Aquatic FB250 filter in alcohol- NVBR","",5706,95.5,15
"1805","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","Killdeer fresh dropping","",6860,86.5,2
"1806","ESV_025161","Eukaryota, , , , , , ","Killdeer fresh dropping","",677,87.1,4
"1807","ESV_025162","Eukaryota, Arthropoda, Insecta, Diptera, Culicidae, Culex, Culex tarsalis","Semi palmated plover fresh dropping","",17762,100,1
"1808","ESV_025163","Eukaryota, Arthropoda, Insecta, Diptera, Culicidae, Culex, ","Semi palmated plover fresh dropping","",271,99.4,15
"1809","ESV_025164","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","Killdeer fresh dropping","",318,84,9
"1810","ESV_025165","Eukaryota, , , , , , ","Killdeer fresh dropping","",187,77.1,3
"1811","ESV_025166","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","Killdeer fresh dropping","",130,85.9,2
"1812","ESV_025167","Eukaryota, , , , , , ","Killdeer fresh dropping","",38,86.5,4
"1813","ESV_025168","Eukaryota, , , , , , ","Killdeer fresh dropping","",15,86.5,4
"1814","ESV_025169","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, ","Killdeer fresh dropping","",11,85.9,2
"1815","ESV_025170","Eukaryota, , , , , , ","Killdeer fresh dropping","",8,73.6,18
"1816","ESV_025171","Eukaryota, Arthropoda, Insecta, Diptera, , , ","Aquatic FB250 filter in alcohol- NVBR","",263,94.9,15
"1817","ESV_025172","Eukaryota, Arthropoda, Insecta, Diptera, , , ","Aquatic FB250 filter in alcohol- NVBR","",76,94.9,15
"1818","ESV_025173","Eukaryota, Arthropoda, Insecta, Diptera, Anthomyiidae, Delia, ","Aquatic FB250 filter in alcohol- NVBR","",8,94.3,93
"1819","ESV_025174","Eukaryota, Arthropoda, Insecta, Diptera, Sphaeroceridae, Spelobia, ","Aquatic FB250 filter in alcohol- MO1","",380,95.5,38
"1820","ESV_025175","Eukaryota, Arthropoda, Insecta, Lepidoptera, Acrolophidae, Acrolophus, Acrolophus walsinghami","Aquatic FB250 filter in alcohol- MO1","",174,94.3,1
"1821","ESV_000008","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium, ","BCOO-S (0-10)","",40,100,1
"1822","ESV_000008","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium, ","OCBC-S (0-10)","",37,100,1
"1823","ESV_000008","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium, ","OCOC-S (0-10)","",83,100,1
"1824","ESV_000008","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium, ","OCOO-S (0-10)","",17,100,1
"1825","ESV_000015","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCBC-S (0-10)","",17,100,9
"1826","ESV_000015","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOO-S (0-10)","",47,100,9
"1827","ESV_000015","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCBC-S (0-10)","",59,100,9
"1828","ESV_000015","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCOO-S (0-10)","",214,100,9
"1829","ESV_000017","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOC-S (0-10)","",163,100,2
"1830","ESV_000051","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCBC-S (0-10)","",18,100,4
"1831","ESV_000051","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOO-S (0-10)","",64,100,4
"1832","ESV_000051","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","OCBC-S (0-10)","",122,100,4
"1833","ESV_000051","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","OCOC-S (0-10)","",106,100,4
"1834","ESV_000051","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","OCOO-S (0-10)","",34,100,4
"1835","ESV_000091","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium, ","BCOO-S (0-10)","",10,100,3
"1836","ESV_000113","Fungi, Basidiomycota, Microbotryomycetes, Sporidiobolales, Sporidiobolaceae, Rhodotorula, ","BCBC-S (0-10)","",40,100,2
"1837","ESV_000142","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Alternaria, ","BCBC-S (0-10)","",88,100,5
"1838","ESV_000142","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Alternaria, ","BCOO-S (0-10)","",42,100,5
"1839","ESV_000142","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Alternaria, ","OCBC-S (0-10)","",132,100,5
"1840","ESV_000142","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Alternaria, ","OCOO-S (0-10)","",205,100,5
"1841","ESV_000151","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, , ","OCOO-S (0-10)","",18,100,25
"1842","ESV_000157","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, , ","BCOO-S (0-10)","",25,100,4
"1843","ESV_000157","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, , ","OCBC-S (0-10)","",129,100,4
"1844","ESV_000189","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOO-D (30-40)","",1498,100,5
"1845","ESV_000257","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","OCBC-S (0-10)","",13,100,97
"1846","ESV_000257","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","OCOO-S (0-10)","",30,100,97
"1847","ESV_000471","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOC-D (30-40)","",395,100,2
"1848","ESV_000531","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Didymellaceae, , ","BCOO-S (0-10)","",34,100,22
"1849","ESV_000703","Fungi, Basidiomycota, Malasseziomycetes, Malasseziales, Malasseziaceae, Malassezia, Malassezia_restricta","BCOO-D (30-40)","",118,100,1
"1850","ESV_000889","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","BCOC-D (30-40)","",64,100,1
"1851","ESV_000889","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","BCOO-S (0-10)","",422,100,1
"1852","ESV_000889","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","OCBC-S (0-10)","",33,100,1
"1853","ESV_000889","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","OCOC-S (0-10)","",30,100,1
"1854","ESV_000889","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","OCOO-S (0-10)","",617,100,1
"1855","ESV_000891","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, , ","BCOO-S (0-10)","",18,100,20
"1856","ESV_000891","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Nectriaceae, , ","OCOO-S (0-10)","",13,100,20
"1857","ESV_000964","Fungi, Ascomycota, Sordariomycetes, Hypocreales, , , ","BCOO-S (0-10)","",26,100,9
"1858","ESV_002136","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOC-D (30-40)","",31,100,1
"1859","ESV_002425","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus_penicillioides","BCOC-D (30-40)","",218,100,1
"1860","ESV_002519","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","OCOC-S (0-10)","",16,100,2
"1861","ESV_002623","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOC-D (30-40)","",140,100,2
"1862","ESV_002702","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCBC-S (0-10)","",39,100,5
"1863","ESV_002702","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOO-S (0-10)","",114,100,5
"1864","ESV_002702","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCBC-S (0-10)","",53,100,5
"1865","ESV_002702","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCOO-S (0-10)","",154,100,5
"1866","ESV_002846","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, ","BCOO-S (0-10)","",92,100,3
"1867","ESV_002846","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, ","OCOO-S (0-10)","",30,100,3
"1868","ESV_002870","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCBC-S (0-10)","",52,100,4
"1869","ESV_002870","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOC-D (30-40)","",33,100,4
"1870","ESV_002870","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOO-S (0-10)","",133,100,4
"1871","ESV_002870","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCBC-S (0-10)","",65,100,4
"1872","ESV_002870","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCOO-S (0-10)","",120,100,4
"1873","ESV_003101","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOC-D (30-40)","",35,100,5
"1874","ESV_003480","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","BCOO-S (0-10)","",97,99.5,1
"1875","ESV_003480","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","OCBC-S (0-10)","",8,99.5,1
"1876","ESV_003480","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","OCOO-S (0-10)","",36,99.5,1
"1877","ESV_003568","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","BCOO-S (0-10)","",291,100,1
"1878","ESV_003568","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","OCBC-S (0-10)","",29,100,1
"1879","ESV_003568","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_carnescens","OCOO-S (0-10)","",323,100,1
"1880","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCBC-S (0-10)","",25,100,16
"1881","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOC-S (0-10)","",163,100,16
"1882","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","BCOO-S (0-10)","",52,100,16
"1883","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCBC-S (0-10)","",12,100,16
"1884","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCOC-D (30-40)","",1354,100,16
"1885","ESV_003678","Fungi, Ascomycota, Dothideomycetes, Capnodiales, Cladosporiaceae, Cladosporium, ","OCOO-S (0-10)","",79,100,16
"1886","ESV_003809","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Didymellaceae, , ","BCOO-S (0-10)","",9,100,4
"1887","ESV_004294","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, Filobasidium_stepposum","BCOO-S (0-10)","",26,100,1
"1888","ESV_004754","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","BCOO-S (0-10)","",63,99.5,1
"1889","ESV_004754","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_victoriae","OCOO-S (0-10)","",51,99.5,1
"1890","ESV_005567","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, ","BCOC-S (0-10)","",180,100,3
"1891","ESV_005788","Fungi, Ascomycota, Sordariomycetes, Microascales, Microascaceae, Scedosporium, Scedosporium_boydii","BCOO-D (30-40)","",3333,100,1
"1892","ESV_006195","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Ophiocordycipitaceae, Purpureocillium, Purpureocillium_lilacinum","BCOC-D (30-40)","",16,100,1
"1893","ESV_006587","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus_sclerotiorum","BCOC-D (30-40)","",45,100,1
"1894","ESV_007264","Fungi, Ascomycota, Sordariomycetes, Microascales, Microascaceae, , ","BCBC-S (0-10)","",25,100,2
"1895","ESV_007406","Fungi, Ascomycota, Sordariomycetes, Sordariales, Chaetomiaceae, Myceliophthora, Myceliophthora_lutea","OCOO-S (0-10)","",20,99.2,1
"1896","ESV_007513","Fungi, Ascomycota, Sordariomycetes, Sordariales, Chaetomiaceae, Myceliophthora, Myceliophthora_lutea","BCOC-D (30-40)","",29,99.6,1
"1897","ESV_007671","Fungi, Ascomycota, Sordariomycetes, Sordariales, Sordariaceae, , ","BCOO-S (0-10)","",25,99.2,23
"1898","ESV_007671","Fungi, Ascomycota, Sordariomycetes, Sordariales, Sordariaceae, , ","OCOO-S (0-10)","",49,99.2,23
"1899","ESV_008066",", , , , , , ","OCBC-S (0-10)","",12,NA,NA
"1900","ESV_008066",", , , , , , ","OCOC-S (0-10)","",61,NA,NA
"1901","ESV_010791","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Cordycipitaceae, Simplicillium, Simplicillium_obclavatum","BCOC-D (30-40)","",63,99.2,1
"1902","ESV_010978","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium, Penicillium_rubidurum","BCBC-S (0-10)","",182,100,1
"1903","ESV_010978","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium, Penicillium_rubidurum","BCOO-S (0-10)","",45,100,1
"1904","ESV_010978","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium, Penicillium_rubidurum","OCBC-S (0-10)","",78,100,1
"1905","ESV_010978","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium, Penicillium_rubidurum","OCOC-S (0-10)","",47,100,1
"1906","ESV_010978","Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium, Penicillium_rubidurum","OCOO-S (0-10)","",53,100,1
"1907","ESV_011441",", , , , , , ","BCBC-S (0-10)","",14,NA,NA
"1908","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","BCBC-S (0-10)","",47,100,5
"1909","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","BCOC-S (0-10)","",419,100,5
"1910","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","BCOO-S (0-10)","",31,100,5
"1911","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","OCBC-S (0-10)","",35,100,5
"1912","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","OCOC-S (0-10)","",109,100,5
"1913","ESV_011674","Fungi, Ascomycota, Sordariomycetes, Hypocreales, Stachybotryaceae, Stachybotrys, ","OCOO-S (0-10)","",15,100,5
"1914","ESV_016310","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, Filobasidium_oeirense","BCOO-S (0-10)","",8,100,1
"1915","ESV_016310","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, Filobasidium_oeirense","OCOO-S (0-10)","",8,100,1
"1916","ESV_016414","Fungi, Ascomycota, Leotiomycetes, Thelebolales, Thelebolaceae, Thelebolus, ","BCOO-S (0-10)","",15,100,8
"1917","ESV_017100","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_dimennae","OCOO-S (0-10)","",10,98.9,1
"1918","ESV_017109","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","OCOO-S (0-10)","",168,100,21
"1919","ESV_019617","Fungi, Ascomycota, Sordariomycetes, Sordariales, Chaetomiaceae, , ","BCOO-S (0-10)","",167,100,10
"1920","ESV_019626","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Sporormiaceae, Preussia, ","OCOO-S (0-10)","",50,93.6,2
"1921","ESV_019645","Fungi, Mortierellomycota, Mortierellomycetes, Mortierellales, Mortierellaceae, Mortierella, Mortierella_alpina","BCOC-D (30-40)","",70,94.9,1
"1922","ESV_019645","Fungi, Mortierellomycota, Mortierellomycetes, Mortierellales, Mortierellaceae, Mortierella, Mortierella_alpina","OCBC-D (30-40)","",862,94.9,1
"1923","ESV_019662","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","BCOO-S (0-10)","",17,98.7,19
"1924","ESV_019662","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","OCOO-S (0-10)","",14,98.7,19
"1925","ESV_019665","Fungi, Basidiomycota, Tremellomycetes, Tremellales, Bulleribasidiaceae, Vishniacozyma, Vishniacozyma_dimennae","OCOO-S (0-10)","",13,99.4,1
"1926","ESV_019678","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","BCOO-S (0-10)","",15,100,2
"1927","ESV_019678","Fungi, Basidiomycota, Tremellomycetes, Filobasidiales, Filobasidiaceae, Filobasidium, ","OCOO-S (0-10)","",21,100,2
"1928","ESV_019708","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Stemphylium, ","BCOC-S (0-10)","",430,100,2
"1929","ESV_019708","Fungi, Ascomycota, Dothideomycetes, Pleosporales, Pleosporaceae, Stemphylium, ","BCOO-S (0-10)","",38,100,2
