"","esv_id","kpcofgs","site_name","total_sample_number","total_percent_match","total_number_species"
"419","ESV_001228","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","CUL1",220,100,1
"420","ESV_001228","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","NEC",1918,100,1
"421","ESV_007680","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, , ","NVP4",25,99.5,4
"422","ESV_008311","Eukaryota, Chordata, Actinopteri, Clupeiformes, Clupeidae, Clupea, Clupea pallasii","NVBR",176,100,1
"423","ESV_009594","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Poeciliidae, Gambusia, Gambusia affinis","NPB",36,100,1
"424","ESV_009711","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, Mareca, ","NVP4",57,100,3
"425","ESV_010047","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","CUL1",942,99.4,1
"426","ESV_010047","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","NPB",1861,99.4,1
"427","ESV_010047","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","NVBR",814,99.4,1
"428","ESV_010047","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","PIER",247,99.4,1
"429","ESV_011169","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, Branta, Branta canadensis","NVP2",64,100,1
"430","ESV_012291","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone obscura","NVBR",154,100,1
"431","ESV_018632","Eukaryota, Chordata, Actinopteri, Clupeiformes, Clupeidae, , ","NVBR",15,99.4,3
"432","ESV_027131","Eukaryota, Chordata, Actinopteri, unk_order, Sciaenidae, , ","PIER",22,92.3,3
"433","ESV_028290","Eukaryota, Chordata, Chondrichthyes, unk_order, Pristiophoridae, Pristiophorus, Pristiophorus nudipinnis","NDC",2234,95,1
"434","ESV_028339","Eukaryota, Chordata, Chondrichthyes, unk_order, Pristiophoridae, Pristiophorus, Pristiophorus nudipinnis","NDC",72,94.5,1
"435","ESV_033268","Eukaryota, Chordata, Actinopteri, Argentiniformes, Bathylagidae, , ","NEC",391,89.9,3
"436","ESV_033299","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Fundulidae, , ","CUL1",443,86.9,2
"437","ESV_033299","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Fundulidae, , ","NVBR",72,86.9,2
"438","ESV_033299","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Fundulidae, , ","PIER",351,86.9,2
"439","ESV_033551","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Poeciliidae, Gambusia, ","NPB",177,99.4,2
"440","ESV_033552","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","NPB",37,98.8,1
"441","ESV_033553","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","NPB",35,98.8,1
"442","ESV_033554","Eukaryota, Chordata, Actinopteri, Argentiniformes, Bathylagidae, , ","NEC",158,89.3,3
"443","ESV_033555","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","NEC",43,99.4,1
"444","ESV_033556","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","NEC",32,99.4,1
"445","ESV_033557","Eukaryota, Chordata, Actinopteri, Argentiniformes, Bathylagidae, , ","NEC",11,89.9,2
"446","ESV_033558","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","CUL1",165,99.4,1
"447","ESV_033559","Eukaryota, Chordata, Actinopteri, Stomiiformes, Gonostomatidae, Cyclothone, Cyclothone pallida","CUL1",26,99.4,1
"448","ESV_033560","Eukaryota, Chordata, Actinopteri, Cyprinodontiformes, Fundulidae, , ","CUL1",26,86.3,2
"449","ESV_033561","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","CUL1",24,98.8,1
"450","ESV_033562",", , , , , , ","Coprvp1",17,NA,NA
"451","ESV_033563","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, , ","NVP4",630,99.5,4
"452","ESV_033564","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, , ","NVP4",21,98.9,4
"453","ESV_033565","Eukaryota, Chordata, Aves, Anseriformes, Anatidae, , ","NVP4",18,98.9,4
"454","ESV_033566",", , , , , , ","NVP4",15,NA,NA
"455","ESV_033567","Eukaryota, Chordata, Mammalia, Primates, Hominidae, Homo, Homo sapiens","NVP4",12,100,1
"456","ESV_033568","Eukaryota, Chordata, Actinopteri, Gobiiformes, Gobiidae, Gillichthys, Gillichthys mirabilis","NVBR",41,98.8,1
"457","ESV_000027","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NEC",9,84,1
"458","ESV_000027","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NPB1",4570,84,1
"459","ESV_000027","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NVBR",18,84,1
"460","ESV_000027","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NWP (NCOS West Pond)",14,84,1
"461","ESV_000058","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","NPB1",364,89.6,1
"462","ESV_000139","Eukaryota, , , , , , ","NVP4",13,77.3,5
"463","ESV_000193","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, Planocarina, Planocarina carinata","NVP4",138,81,1
"464","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","CUL1",85,100,1
"465","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","MO1",274,100,1
"466","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","NEC",67,100,1
"467","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","NVBR",55,100,1
"468","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","NWP (NCOS West Pond)",2307,100,1
"469","ESV_000372","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","PIER",514,100,1
"470","ESV_000401","Eukaryota, Oomycota, , , , , ","NVP4",23,79.1,11
"471","ESV_000465","Eukaryota, , , , , , ","NPB1",322,74.2,15
"472","ESV_000475","Eukaryota, , , , , , ","NVBR",11,81.6,2
"473","ESV_000498","Eukaryota, Oomycota, unk_class, Peronosporales, Peronosporaceae, Phytophthora, ","CUL1",8,73,13
"474","ESV_000650","Eukaryota, Arthropoda, Insecta, Odonata, Libellulidae, Sympetrum, Sympetrum corruptum","NVP2",14,100,1
"475","ESV_000968","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, Globisporangium, Globisporangium canariense","NVP4",8,82.2,1
"476","ESV_003294","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NWP (NCOS West Pond)",12,84.7,1
"477","ESV_003425","Eukaryota, , , , , , ","NVP4",16,80.4,4
"478","ESV_003567","Eukaryota, Oomycota, , , , , ","NPB1",365,87.1,2
"479","ESV_003780","Eukaryota, Tubulinea, Elardia, Euamoebida, unk_family, Copromyxa, Copromyxa protea","NVP4",19,90.2,1
"480","ESV_004361","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia cf. recta RT-2009","NEC",36,81,1
"481","ESV_004361","Eukaryota, Bacillariophyta, Bacillariophyceae, Bacillariales, Bacillariaceae, Nitzschia, Nitzschia cf. recta RT-2009","NVBR",35,81,1
"482","ESV_004415","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, ","NVBR",9,86.5,2
"483","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","CUL1",9,81,3
"484","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","MO1",164,81,3
"485","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","NEC",83,81,3
"486","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","NPB",159,81,3
"487","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","NVBR",108,81,3
"488","ESV_004500","Eukaryota, Rhodophyta, Florideophyceae, , , , ","PIER",58,81,3
"489","ESV_004520","Eukaryota, Rhodophyta, Florideophyceae, Gracilariales, Gracilariaceae, Gracilaria, Gracilaria salicornia","NEC",10,77.3,1
"490","ESV_004660","Eukaryota, Arthropoda, Branchiopoda, Diplostraca, Daphniidae, Ceriodaphnia, ","NWP (NCOS West Pond)",13049,100,3
"491","ESV_004717","Eukaryota, , , , , , ","CUL1",22,86.5,4
"492","ESV_004717","Eukaryota, , , , , , ","MO1",10,86.5,4
"493","ESV_004717","Eukaryota, , , , , , ","NEC",176,86.5,4
"494","ESV_004717","Eukaryota, , , , , , ","NVBR",23,86.5,4
"495","ESV_004825","Eukaryota, Oomycota, unk_class, Pythiales, , , ","CUL1",13,77.9,2
"496","ESV_004825","Eukaryota, Oomycota, unk_class, Pythiales, , , ","NEC",493,77.9,2
"497","ESV_004825","Eukaryota, Oomycota, unk_class, Pythiales, , , ","NVBR",106,77.9,2
"498","ESV_005275","Eukaryota, , , , , , ","NVP4",14,77.9,4
"499","ESV_006674","Eukaryota, Mollusca, Bivalvia, Galeommatida, Montacutidae, Kurtiella, Kurtiella bidentata","NPB1",14,84,1
"500","ESV_006738","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVP2",78,85.3,1
"501","ESV_006738","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVP4",162,85.3,1
"502","ESV_007295","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Myzocytiopsis, Myzocytiopsis osiris","NVP4",26,92.6,1
"503","ESV_008879","Eukaryota, Rhodophyta, Florideophyceae, , , , ","NVP4",325,81.6,25
"504","ESV_008879","Eukaryota, Rhodophyta, Florideophyceae, , , , ","NWP (NCOS West Pond)",8,81.6,25
"505","ESV_009092","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVP2",41,84,1
"506","ESV_009568","Eukaryota, unk_phylum, Chrysophyceae, unk_order, unk_family, Segregatospumella, Segregatospumella sp.","Coprvp1",27,86.5,1
"507","ESV_009946","Eukaryota, , , , , , ","NPB1",34,84.7,5
"508","ESV_010159","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NVP4",35,84,1
"509","ESV_010471","Eukaryota, Oomycota, unk_class, Albuginales, Albuginaceae, Albugo, Albugo sp. YJC-2014","NVP4",38,82.8,1
"510","ESV_011712","Eukaryota, unk_phylum, Phaeophyceae, Sphacelariales, Discosporangiaceae, Discosporangium, Discosporangium mesarthrocarpum","NVP4",102,83.4,1
"511","ESV_011770","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","NWP (NCOS West Pond)",55,99.4,1
"512","ESV_011770","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Thalassiosiraceae, Thalassiosira, Thalassiosira pseudonana","PIER",11,99.4,1
"513","ESV_011847","Eukaryota, Oomycota, , , , , ","NPB1",4725,83.4,7
"514","ESV_011869","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula cryptocephala","NPB1",97,90.2,1
"515","ESV_011869","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula cryptocephala","PIER",9,90.2,1
"516","ESV_011901","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Achlya, Achlya papillosa","NPB1",9,82.8,1
"517","ESV_012738","Eukaryota, , , , , , ","NVP4",19,73.6,2
"518","ESV_012748","Eukaryota, , , , , , ","NVP2",9,80.4,5
"519","ESV_013079","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NWP (NCOS West Pond)",47,84.7,2
"520","ESV_014876","Eukaryota, Bacillariophyta, , , , , ","MO1",22,84,2
"521","ESV_014876","Eukaryota, Bacillariophyta, , , , , ","NVBR",86,84,2
"522","ESV_014876","Eukaryota, Bacillariophyta, , , , , ","PIER",504,84,2
"523","ESV_014883","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","MO1",76,85.3,1
"524","ESV_014883","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","NVBR",36,85.3,1
"525","ESV_014883","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","PIER",1097,85.3,1
"526","ESV_014885","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Thalassiosirales, Skeletonemataceae, Skeletonema, Skeletonema japonicum","PIER",14,98.2,1
"527","ESV_014947","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVBR",15,85.9,1
"528","ESV_014950","Eukaryota, Oomycota, , , , , ","NVBR",17,84.7,3
"529","ESV_014950","Eukaryota, Oomycota, , , , , ","PIER",65,84.7,3
"530","ESV_014958","Eukaryota, Bacillariophyta, Mediophyceae, Hemiaulales, Hemiaulaceae, Eucampia, Eucampia zodiacus","NVBR",51,85.9,1
"531","ESV_014958","Eukaryota, Bacillariophyta, Mediophyceae, Hemiaulales, Hemiaulaceae, Eucampia, Eucampia zodiacus","PIER",580,85.9,1
"532","ESV_014994","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",58,84.5,1
"533","ESV_014994","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",51,84.5,1
"534","ESV_015015","Eukaryota, Bacillariophyta, Coscinodiscophyceae, Chaetocerotales, Chaetocerotaceae, Chaetoceros, Chaetoceros protuberans","PIER",11,92,1
"535","ESV_015033","Eukaryota, , , , , , ","NEC",23,82.2,2
"536","ESV_015033","Eukaryota, , , , , , ","NVBR",76,82.2,2
"537","ESV_015043","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula cryptocephala","CUL1",39,92.6,1
"538","ESV_015043","Eukaryota, Bacillariophyta, Bacillariophyceae, Naviculales, Naviculaceae, Navicula, Navicula cryptocephala","PIER",12,92.6,1
"539","ESV_015058","Eukaryota, Oomycota, , , , , ","PIER",58,81.6,11
"540","ESV_015069","Eukaryota, Oomycota, , , , , ","NVBR",76,77.9,13
"541","ESV_015069","Eukaryota, Oomycota, , , , , ","PIER",512,77.9,13
"542","ESV_015120","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NVBR",23,85.3,1
"543","ESV_015120","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","PIER",22,85.3,1
"544","ESV_015124","Eukaryota, Oomycota, , , , , ","Coprvp1",12,82.8,2
"545","ESV_015124","Eukaryota, Oomycota, , , , , ","CUL1",39,82.8,2
"546","ESV_015124","Eukaryota, Oomycota, , , , , ","NEC",2176,82.8,2
"547","ESV_015124","Eukaryota, Oomycota, , , , , ","NVBR",14820,82.8,2
"548","ESV_015124","Eukaryota, Oomycota, , , , , ","PIER",2918,82.8,2
"549","ESV_015332","Eukaryota, Oomycota, , , , , ","NPB",1490,79.8,15
"550","ESV_015332","Eukaryota, Oomycota, , , , , ","PIER",15,79.8,15
"551","ESV_015350","Eukaryota, , , , , , ","NVBR",8,80.4,7
"552","ESV_015350","Eukaryota, , , , , , ","PIER",39,80.4,7
"553","ESV_015355","Eukaryota, Streptophyta, Coleochaetophyceae, Coleochaetales, Chaetosphaeridiaceae, Chaetosphaeridium, Chaetosphaeridium globosum","MO1",37,85.3,1
"554","ESV_015355","Eukaryota, Streptophyta, Coleochaetophyceae, Coleochaetales, Chaetosphaeridiaceae, Chaetosphaeridium, Chaetosphaeridium globosum","PIER",30,85.3,1
"555","ESV_015859","Eukaryota, Tubulinea, Elardia, Arcellinida, Hyalospheniidae, , ","NVP4",14,82.2,3
"556","ESV_017342","Eukaryota, Arthropoda, Insecta, , , , ","NVP2",15,71.8,60
"557","ESV_019574","Eukaryota, Haptista, Haptophyta, Phaeocystales, Phaeocystaceae, Phaeocystis, Phaeocystis pouchetii","MO1",43,74.8,1
"558","ESV_019574","Eukaryota, Haptista, Haptophyta, Phaeocystales, Phaeocystaceae, Phaeocystis, Phaeocystis pouchetii","NEC",13,74.8,1
"559","ESV_019574","Eukaryota, Haptista, Haptophyta, Phaeocystales, Phaeocystaceae, Phaeocystis, Phaeocystis pouchetii","NVBR",141,74.8,1
"560","ESV_019574","Eukaryota, Haptista, Haptophyta, Phaeocystales, Phaeocystaceae, Phaeocystis, Phaeocystis pouchetii","PIER",187,74.8,1
"561","ESV_019579","Eukaryota, , , , , , ","Coprvp1",149,74.8,7
"562","ESV_019634","Eukaryota, Oomycota, , , , , ","NPB1",64,99.4,3
"563","ESV_020733","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","NEC",11,88.3,1
"564","ESV_020733","Eukaryota, unk_phylum, Dictyochophyceae, Pedinellales, unk_family, Pseudopedinella, Pseudopedinella elastica","PIER",24,88.3,1
"565","ESV_020734","Eukaryota, , , , , , ","PIER",88,77.9,4
"566","ESV_020737","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","MO1",8,90.2,1
"567","ESV_020750","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","NEC",12,89.6,1
"568","ESV_020750","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","NVBR",47,89.6,1
"569","ESV_020801","Eukaryota, Arthropoda, Ostracoda, Podocopida, , , ","NVP2",45,94.9,2
"570","ESV_020801","Eukaryota, Arthropoda, Ostracoda, Podocopida, , , ","NVP4",10,94.9,2
"571","ESV_022012","Eukaryota, unk_phylum, Xanthophyceae, , , , ","Coprvp1",11,82.8,2
"572","ESV_022037","Eukaryota, Oomycota, , , , , ","Coprvp1",12,84,11
"573","ESV_022058","Eukaryota, , , , , , ","Coprvp1",34,73.6,4
"574","ESV_022356","Eukaryota, Oomycota, , , , , ","NPB1",10,86.5,3
"575","ESV_022493","Eukaryota, , , , , , ","NWP (NCOS West Pond)",9,74.8,2
"576","ESV_022628","Eukaryota, Oomycota, , , , , ","NWP (NCOS West Pond)",14,79.8,2
"577","ESV_024600","Eukaryota, , , , , , ","NVP2",10,78.5,2
"578","ESV_024780","Eukaryota, , , , , , ","NDC",213,76.1,5
"579","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","Coprvp1",26,86.5,2
"580","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","CUL1",114,86.5,2
"581","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","MO1",4914,86.5,2
"582","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NEC",769,86.5,2
"583","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",17417,86.5,2
"584","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB1",20,86.5,2
"585","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NVBR",2962,86.5,2
"586","ESV_025160","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","PIER",1616,86.5,2
"587","ESV_025161","Eukaryota, , , , , , ","CUL1",36,87.1,4
"588","ESV_025161","Eukaryota, , , , , , ","MO1",444,87.1,4
"589","ESV_025161","Eukaryota, , , , , , ","NEC",116,87.1,4
"590","ESV_025161","Eukaryota, , , , , , ","NPB",1925,87.1,4
"591","ESV_025161","Eukaryota, , , , , , ","NVBR",353,87.1,4
"592","ESV_025161","Eukaryota, , , , , , ","PIER",181,87.1,4
"593","ESV_025164","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","CUL1",219,84,9
"594","ESV_025164","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","MO1",66,84,9
"595","ESV_025164","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NEC",619,84,9
"596","ESV_025164","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, , ","NVBR",70,84,9
"597","ESV_025166","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","MO1",82,85.9,2
"598","ESV_025166","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",288,85.9,2
"599","ESV_025168","Eukaryota, , , , , , ","MO1",12,86.5,4
"600","ESV_027010","Eukaryota, Oomycota, , , , , ","NWP (NCOS West Pond)",10,82.8,5
"601","ESV_027012","Eukaryota, unk_phylum, Xanthophyceae, , , , ","NPB1",2906,83.4,2
"602","ESV_027029","Eukaryota, , , , , , ","NPB1",25,78.5,12
"603","ESV_027341","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","MO1",38,87.7,2
"604","ESV_027341","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",283,87.7,2
"605","ESV_027342","Eukaryota, , , , , , ","MO1",44,85.9,4
"606","ESV_027342","Eukaryota, , , , , , ","NPB",179,85.9,4
"607","ESV_027343","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","MO1",29,87.7,2
"608","ESV_027343","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",150,87.7,2
"609","ESV_027345","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","MO1",170,82.2,13
"610","ESV_027345","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NEC",421,82.2,13
"611","ESV_027345","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NPB",348,82.2,13
"612","ESV_027345","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NVBR",224,82.2,13
"613","ESV_027345","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","PIER",43,82.2,13
"614","ESV_027346","Eukaryota, Rotifera, Eurotatoria, Ploima, Brachionidae, Brachionus, ","NPB",142,96.8,9
"615","ESV_027347","Eukaryota, unk_phylum, Eustigmatophyceae, Eustigmatales, Monodopsidaceae, Nannochloropsis, ","NPB",24,86.5,2
"616","ESV_027348","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","CUL1",35,87.1,1
"617","ESV_027348","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","NEC",62,87.1,1
"618","ESV_027348","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","NPB",26,87.1,1
"619","ESV_027348","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","NVBR",19,87.1,1
"620","ESV_027349","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","CUL1",69,87.1,1
"621","ESV_027349","Eukaryota, Rhodophyta, Bangiophyceae, Bangiales, Bangiaceae, Neoporphyra, Neoporphyra haitanensis","NVBR",8,87.1,1
"622","ESV_027352","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","CUL1",32,86.5,1
"623","ESV_027352","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","NVBR",14,86.5,1
"624","ESV_027355","Eukaryota, Oomycota, unk_class, Saprolegniales, Saprolegniaceae, Saprolegnia, Saprolegnia eccentrica","CUL1",17,87.7,1
"625","ESV_027362","Eukaryota, Rotifera, Eurotatoria, unk_order, unk_family, Rotaria, Rotaria rotatoria","NPB1",110,98.7,1
"626","ESV_027404","Eukaryota, Chlorophyta, Chlorodendrophyceae, Chlorodendrales, Chlorodendraceae, Tetraselmis, Tetraselmis subcordiformis","NVP2",518,83.4,1
"627","ESV_027503","Eukaryota, Oomycota, , , , , ","NPB",420,81.6,24
"628","ESV_027503","Eukaryota, Oomycota, , , , , ","NVBR",8,81.6,24
"629","ESV_027504","Eukaryota, Oomycota, , , , , ","NPB",347,79.1,12
"630","ESV_027505","Eukaryota, , , , , , ","MO1",29,80.4,16
"631","ESV_027505","Eukaryota, , , , , , ","NEC",32,80.4,16
"632","ESV_027505","Eukaryota, , , , , , ","NPB",213,80.4,16
"633","ESV_027505","Eukaryota, , , , , , ","NVBR",1879,80.4,16
"634","ESV_027505","Eukaryota, , , , , , ","PIER",645,80.4,16
"635","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","CUL1",58,83.9,1
"636","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","MO1",628,83.9,1
"637","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",218,83.9,1
"638","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NEC",58,83.9,1
"639","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NPB",76,83.9,1
"640","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",113,83.9,1
"641","ESV_027506","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","PIER",609,83.9,1
