"","esv_id","kpcofgs","sample_type","ucsb_id","total_sample_number","total_percent_match","total_number_species"
"375","ESV_025144","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",42,94.2,24
"376","ESV_025145","Bacteria, Campilobacterota, Campylobacteria, Campylobacterales, Helicobacteraceae, , ","Killdeer fresh dropping","",37,97.9,6
"377","ESV_025146","Eukaryota, , , , , , ","Killdeer fresh dropping","",37,98.4,2
"378","ESV_025147","Eukaryota, Platyhelminthes, Cestoda, Diphyllobothriidea, Diphyllobothriidea, Diphyllobothriidea, ","Killdeer fresh dropping","",37,73.3,1
"379","ESV_025148","Eukaryota, Parabasalia, , , , , ","Killdeer fresh dropping","",33,94.1,4
"380","ESV_025149","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Marinospirillum, ","Killdeer fresh dropping","",32,100,1
"381","ESV_025150","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Arthromitus, ","Killdeer fresh dropping","",31,99,2
"382","ESV_025151","Eukaryota, , , , , , ","Killdeer fresh dropping","",31,96,1
"383","ESV_025152","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",29,99.2,1
"384","ESV_025153","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",28,100,9
"385","ESV_025154","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Arthromitus, ","Killdeer fresh dropping","",27,99,2
"386","ESV_025155","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",25,99.2,2
"387","ESV_025156","Eukaryota, Vertebrata, Aves, Aves, Aves, Aves, ","Killdeer fresh dropping","",25,99.2,3
"388","ESV_025157","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",22,98.4,1
"389","ESV_025158","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",22,95.3,4
"390","ESV_025159",", , , , , , ","Killdeer fresh dropping","",22,NA,NA
"391","ESV_025160","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",19,99.2,1
"392","ESV_025160","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Least Sandpiper fresh dropping","",19,99.2,1
"393","ESV_025161","Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, , ","Killdeer fresh dropping","",19,99,2
"394","ESV_025162","Eukaryota, , , , , , ","Killdeer fresh dropping","",17,74,3
"395","ESV_025163","Eukaryota, Apicomplexa, Conoidasida, Cryptosporida, Cryptosporida, Cryptosporidium, ","Killdeer fresh dropping","",17,83.5,2
"396","ESV_025164","Eukaryota, Vertebrata, Aves, Aves, Aves, Aves, ","Killdeer fresh dropping","",16,98.5,3
"397","ESV_025165","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",16,99.2,1
"398","ESV_025166","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",15,97.6,5
"399","ESV_025167","Eukaryota, Platyhelminthes, Trematoda, Plagiorchiida, Plagiorchiida, Plagiorchiida, ","Killdeer fresh dropping","",15,98.5,2
"400","ESV_025168","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",15,98.4,2
"401","ESV_025169","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",13,99,8
"402","ESV_025170","Eukaryota, Ascomycota, , , , , ","Killdeer fresh dropping","",13,98.4,53
"403","ESV_025171","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, , , ","Killdeer fresh dropping","",12,99,19
"404","ESV_025172","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",12,94.5,4
"405","ESV_025173","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",12,99.2,2
"406","ESV_025174","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",11,98.4,3
"407","ESV_025175","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",11,99.2,1
"408","ESV_025176","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Killdeer fresh dropping","",11,99.2,1
"409","ESV_025177","Eukaryota, , , , , , ","Killdeer fresh dropping","",11,95.2,1
"410","ESV_025178","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, ","Killdeer fresh dropping","",10,80.9,1
"411","ESV_025179","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",10,95.3,4
"412","ESV_025180","Eukaryota, Ascomycota, Eurotiomycetes, Eurotiales, Aspergillaceae, , ","Killdeer fresh dropping","",10,95.3,26
"413","ESV_025181","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",10,100,15
"414","ESV_025182",", , , , , , ","Killdeer fresh dropping","",10,NA,NA
"415","ESV_025183","Eukaryota, Arthropoda, Malacostraca, Eucarida, Eucarida, Eucarida, ","Killdeer fresh dropping","",9,76.7,4
"416","ESV_025184","Eukaryota, Ascomycota, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Hypopichia-Candida_clade, ","Killdeer fresh dropping","",9,100,5
"417","ESV_025185","Eukaryota, Arthropoda, Insecta, Coleoptera, Coleoptera, Coleoptera, ","Killdeer fresh dropping","",8,100,4
"418","ESV_025186","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",8,99,25
"419","ESV_025187","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",8,98.4,2
"420","ESV_025188","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Phyllopharyngea, Cyrtophoria, ","Killdeer fresh dropping","",8,78.2,1
"421","ESV_025189","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Killdeer fresh dropping","",8,98.1,10
"422","ESV_025190","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, ","Killdeer fresh dropping","",8,100,4
"423","ESV_025191","Eukaryota, Chlorophyta, Chlorophyceae, Chlorophyceae, Chlorophyceae, Chlorophyceae, ","Killdeer fresh dropping","",8,98.4,5
"424","ESV_025192","Bacteria, , , , , , ","Killdeer fresh dropping","",8,98.1,2
"425","ESV_025193","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Holosticha, heterofoissneri","Least Sandpiper fresh dropping","",279,93.9,1
"426","ESV_025194","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Nassophorea, Zosterodasys, agamalievi","Least Sandpiper fresh dropping","",260,98.2,1
"427","ESV_025195","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Euplotia, Diophrys, oligothrix","Least Sandpiper fresh dropping","",248,96.5,1
"428","ESV_025196","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Hypotrichia, ","Least Sandpiper fresh dropping","",229,98.3,3
"429","ESV_025197","Eukaryota, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichea, Condylostoma, magnum","Least Sandpiper fresh dropping","",186,100,1
"430","ESV_025198","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Anteholosticha, manca","Least Sandpiper fresh dropping","",172,99.2,1
"431","ESV_025199","Eukaryota, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichea, Condylostoma, magnum","Least Sandpiper fresh dropping","",136,99,1
"432","ESV_025200",", , , , , , ","Least Sandpiper fresh dropping","",128,NA,NA
"433","ESV_025201","Eukaryota, Chlorophyta, Chlorodendrophyceae, , , , ","Least Sandpiper fresh dropping","",120,99.2,4
"434","ESV_025202","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, Arcuospathidium, ","Least Sandpiper fresh dropping","",114,100,1
"435","ESV_025203","Eukaryota, Cryptophyceae, Cryptophyceae, Cryptomonadales, Cryptomonadales, Teleaulax, ","Least Sandpiper fresh dropping","",109,70.1,1
"436","ESV_025204","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",89,98.4,6
"437","ESV_025205","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",79,96.8,11
"438","ESV_025206","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",77,94.4,11
"439","ESV_025207","Eukaryota, Amoebozoa, Tubulinea, Leptomyxida, Leptomyxida, , ","Least Sandpiper fresh dropping","",70,82.5,3
"440","ESV_025208","Eukaryota, Holozoa, Choanoflagellida, Craspedida, Salpingoecidae, Salpingoeca, rosetta","Least Sandpiper fresh dropping","",68,93.5,1
"441","ESV_025209","Eukaryota, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, ","Least Sandpiper fresh dropping","",62,98.5,8
"442","ESV_025210","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, Haptoria, ","Least Sandpiper fresh dropping","",61,98.1,1
"443","ESV_025211","Eukaryota, Arthropoda, Maxillopoda, , , , ","Least Sandpiper fresh dropping","",59,96.1,4
"444","ESV_025212","Eukaryota, Amoebozoa, Tubulinea, Leptomyxida, Leptomyxida, Flabellula, ","Least Sandpiper fresh dropping","",57,100,1
"445","ESV_025213","Eukaryota, Labyrinthulomycetes, Labyrinthulomycetes, Labyrinthulomycetes, Thraustochytriaceae, Ulkenia, profunda","Least Sandpiper fresh dropping","",56,94.5,1
"446","ESV_025214","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",55,99.2,2
"447","ESV_025215","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, , ","Least Sandpiper fresh dropping","",52,97.4,5
"448","ESV_025216","Bacteria, Desulfobacterota, Desulfobacteria, Desulfobacterales, Desulfosarcinaceae, , ","Least Sandpiper fresh dropping","",52,98.1,3
"449","ESV_025217","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",51,96,13
"450","ESV_025218","Eukaryota, Amoebozoa, Discosea, Dactylopodida, Dactylopodida, Dactylopodida, ","Least Sandpiper fresh dropping","",49,94.2,1
"451","ESV_025219","Eukaryota, Amoebozoa, Tubulinea, Leptomyxida, Leptomyxida, Flabellula, ","Least Sandpiper fresh dropping","",47,100,1
"452","ESV_025220","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Phyllopharyngea, Chlamydodon, excocellatus","Least Sandpiper fresh dropping","",45,99.1,1
"453","ESV_025221","Eukaryota, Rotifera, Monogononta, Ploimida, Ploimida, Ploimida, ","Least Sandpiper fresh dropping","",39,97.7,1
"454","ESV_025222",", , , , , , ","Least Sandpiper fresh dropping","",37,NA,NA
"455","ESV_025223","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, ","Least Sandpiper fresh dropping","",36,100,1
"456","ESV_025224","Eukaryota, Amoebozoa, Tubulinea, Euamoebida, Euamoebida, Ptolemeba, noxubium","Least Sandpiper fresh dropping","",36,78.7,1
"457","ESV_025225","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, veneta","Least Sandpiper fresh dropping","",34,100,1
"458","ESV_025226","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Least Sandpiper fresh dropping","",34,99,16
"459","ESV_025227","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Euplotia, Euplotes, ","Least Sandpiper fresh dropping","",33,90.2,2
"460","ESV_025228","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, , ","Least Sandpiper fresh dropping","",33,92.2,2
"461","ESV_025229","Eukaryota, Phragmoplastophyta, Embryophyta, Magnoliophyta, Magnoliophyta, Magnoliophyta, ","Least Sandpiper fresh dropping","",32,96.9,1
"462","ESV_025230","Eukaryota, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichea, Condylostoma, magnum","Least Sandpiper fresh dropping","",31,99,1
"463","ESV_025231","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Phyllopharyngea, , ","Least Sandpiper fresh dropping","",29,94.6,2
"464","ESV_025232","Eukaryota, Chlorophyta, Ulvophyceae, Ulvophyceae, Ulvophyceae, Ulvophyceae, ","Least Sandpiper fresh dropping","",28,92.2,2
"465","ESV_025233",", , , , , , ","Least Sandpiper fresh dropping","",27,NA,NA
"466","ESV_025234","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Proteiniclasticum, ","Least Sandpiper fresh dropping","",27,100,1
"467","ESV_025235","Eukaryota, Euglenozoa, Kinetoplastea, Neobodonida, Neobodonida, Neobodo, designis","Least Sandpiper fresh dropping","",27,100,1
"468","ESV_025236","Eukaryota, Breviatea, Breviatea, Breviatea, Breviatea, Breviata, ","Least Sandpiper fresh dropping","",25,97.7,1
"469","ESV_025237","Eukaryota, Breviatea, Breviatea, Breviatea, Breviatea, Breviata, ","Least Sandpiper fresh dropping","",25,96.9,1
"470","ESV_025238","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, Didinium, ","Least Sandpiper fresh dropping","",24,100,1
"471","ESV_025239","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",24,99.2,2
"472","ESV_025240","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","Least Sandpiper fresh dropping","",23,93.2,19
"473","ESV_025241","Eukaryota, Amoebozoa, Tubulinea, Euamoebida, Euamoebida, Hartmannella, abertawensis","Least Sandpiper fresh dropping","",22,94.1,1
"474","ESV_025242","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Least Sandpiper fresh dropping","",22,99,6
"475","ESV_025243","Eukaryota, Holozoa, Choanoflagellida, Acanthoecida, Stephanoecidae, Stephanoeca, diplocostata","Least Sandpiper fresh dropping","",21,100,1
"476","ESV_025244","Eukaryota, unk_phylum, unk_class, unk_order, unk_family, Pirsonia, guinardiae","Least Sandpiper fresh dropping","",21,90.7,1
"477","ESV_025245","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",21,98.4,14
"478","ESV_025246","Bacteria, , , , , , ","Least Sandpiper fresh dropping","",18,95.2,3
"479","ESV_025247","Archaea, Halobacterota, Halobacteria, Halobacterales, , , ","Least Sandpiper fresh dropping","",17,98.9,6
"480","ESV_025248","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, , ","Least Sandpiper fresh dropping","",17,99,4
"481","ESV_025249","Eukaryota, Amoebozoa, Discosea, Discosea, Discosea, Discosea, ","Least Sandpiper fresh dropping","",17,93,1
"482","ESV_025250",", , , , , , ","Least Sandpiper fresh dropping","",16,NA,NA
"483","ESV_025251","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Hypotrichia, ","Least Sandpiper fresh dropping","",16,97.5,1
"484","ESV_025252","Eukaryota, Heterolobosea, Tetramitia, Tetramitia, Tetramitia, Psalteriomonas, lanterna","Least Sandpiper fresh dropping","",16,75,1
"485","ESV_025253","Eukaryota, , , , , , ","Least Sandpiper fresh dropping","",16,78.9,1
"486","ESV_025254","Eukaryota, Euglenozoa, Kinetoplastea, Neobodonida, Neobodonida, Neobodo, designis","Least Sandpiper fresh dropping","",16,98.2,1
"487","ESV_025255","Bacteria, Planctomycetota, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, ","Least Sandpiper fresh dropping","",15,100,1
"488","ESV_025256","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Metaurostylopsis, struederkypkeae","Least Sandpiper fresh dropping","",15,98.3,1
"489","ESV_025257","Eukaryota, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichea, Condylostoma, magnum","Least Sandpiper fresh dropping","",15,98.1,1
"490","ESV_025258","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Nassophorea, Zosterodasys, agamalievi","Least Sandpiper fresh dropping","",15,97.3,1
"491","ESV_025259","Eukaryota, Nematozoa, Chromadorea, Monhysterida, Monhysterida, Monhysterida, ","Least Sandpiper fresh dropping","",15,94.6,1
"492","ESV_025260","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Puniceicoccaceae, Lentimonas, ","Least Sandpiper fresh dropping","",14,99,1
"493","ESV_025261","Eukaryota, , , , , , ","Least Sandpiper fresh dropping","",14,73.6,2
"494","ESV_025262","Eukaryota, Holozoa, Choanoflagellida, Acanthoecida, Stephanoecidae, Stephanoeca, diplocostata","Least Sandpiper fresh dropping","",13,99.2,1
"495","ESV_025263","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",13,100,4
"496","ESV_025264",", , , , , , ","Least Sandpiper fresh dropping","",13,NA,NA
"497","ESV_025265","Eukaryota, Fornicata, Carpediomonas-like_organisms, Carpediomonas-like_organisms, Carpediomonas-like_organisms, Carpediomonas-like_organisms, ","Least Sandpiper fresh dropping","",13,100,1
"498","ESV_025266","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",13,98.4,6
"499","ESV_025267","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Nitzschia, ","Least Sandpiper fresh dropping","",13,99.2,3
"500","ESV_025268","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Puniceicoccaceae, Coraliomargarita, ","Least Sandpiper fresh dropping","",12,100,1
"501","ESV_025269","Archaea, Nanoarchaeota, Nanoarchaeia, Woesearchaeales, Woesearchaeales, Woesearchaeales, ","Least Sandpiper fresh dropping","",12,82.8,3
"502","ESV_025270","Eukaryota, LKM15, LKM15, LKM15, LKM15, LKM15, ","Least Sandpiper fresh dropping","",12,95.9,1
"503","ESV_025271","Eukaryota, Ancyromonadida, Ancyromonadida, Ancyromonadida, Ancyromonadida, Ancyromonas, ","Least Sandpiper fresh dropping","",12,100,1
"504","ESV_025272","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Oligohymenophorea, , ","Least Sandpiper fresh dropping","",12,99.1,3
"505","ESV_025273","Eukaryota, Cryptophyceae, Cryptophyceae, Cryptomonadales, Cryptomonadales, Teleaulax, ","Least Sandpiper fresh dropping","",12,70.9,1
"506","ESV_025274","Bacteria, Verrucomicrobiota, Kiritimatiellae, WCHB1-41, WCHB1-41, WCHB1-41, ","Least Sandpiper fresh dropping","",12,97.1,2
"507","ESV_025275","Eukaryota, Breviatea, Breviatea, Breviatea, Breviatea, Breviata, ","Least Sandpiper fresh dropping","",12,95.3,1
"508","ESV_025276","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, , , ","Least Sandpiper fresh dropping","",12,82.5,4
"509","ESV_025277","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, , ","Least Sandpiper fresh dropping","",11,100,8
"510","ESV_025278","Eukaryota, Amoebozoa, Tubulinea, Euamoebida, Euamoebida, , ","Least Sandpiper fresh dropping","",11,78.7,4
"511","ESV_025279","Eukaryota, Euglenozoa, Kinetoplastea, Neobodonida, Neobodonida, Rhynchomonas, nasuta","Least Sandpiper fresh dropping","",11,96.5,1
"512","ESV_025280","Archaea, Nanoarchaeota, Nanoarchaeia, Woesearchaeales, Woesearchaeales, Woesearchaeales, ","Least Sandpiper fresh dropping","",10,81.7,1
"513","ESV_025281","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Hypotrichia, ","Least Sandpiper fresh dropping","",10,98.3,1
"514","ESV_025282","Bacteria, Desulfobacterota, Desulfovibrionia, Desulfovibrionales, Desulfomicrobiaceae, Desulfomicrobium, ","Least Sandpiper fresh dropping","",10,100,2
"515","ESV_025283","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",10,96.9,15
"516","ESV_025284","Eukaryota, Cercozoa, Metromonadea, Metromonadea, Metromonadea, Micrometopion, nutans","Least Sandpiper fresh dropping","",10,86.4,1
"517","ESV_025285","Eukaryota, Amoebozoa, Tubulinea, Leptomyxida, Leptomyxida, , ","Least Sandpiper fresh dropping","",10,88.7,2
"518","ESV_025286","Eukaryota, Cercozoa, Granofilosea, Granofilosea, Granofilosea, Massisteria, voersi","Least Sandpiper fresh dropping","",10,84.8,1
"519","ESV_025287","Eukaryota, , , , , , ","Least Sandpiper fresh dropping","",9,78.6,9
"520","ESV_025288","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Gonostomum, ","Least Sandpiper fresh dropping","",9,99.2,1
"521","ESV_025289","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Holosticha, diademata","Least Sandpiper fresh dropping","",9,95.6,1
"522","ESV_025290","Eukaryota, , , , , , ","Least Sandpiper fresh dropping","",9,73,19
"523","ESV_025291","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Oligohymenophorea, , ","Least Sandpiper fresh dropping","",9,99.1,3
"524","ESV_025292","Eukaryota, , , , , , ","Least Sandpiper fresh dropping","",9,75,3
"525","ESV_025293","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, , ","Least Sandpiper fresh dropping","",9,98.4,15
"526","ESV_025294","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Trichostomatia, Bundleia, benbrooki","Least Sandpiper fresh dropping","",9,72,1
"527","ESV_025295","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Navicula, salinicola","Least Sandpiper fresh dropping","",9,98.4,1
"528","ESV_025296","Eukaryota, Ciliophora, Intramacronucleata, Spirotrichea, Hypotrichia, Holosticha, heterofoissneri","Least Sandpiper fresh dropping","",9,93,1
"529","ESV_025297","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","Least Sandpiper fresh dropping","",9,100,30
"530","ESV_025298","Eukaryota, Heterolobosea, Tetramitia, Tetramitia, Tetramitia, Tetramitia, ","Least Sandpiper fresh dropping","",9,100,1
"531","ESV_025299","Eukaryota, Ciliophora, Intramacronucleata, Litostomatea, Haptoria, Phialina, salinarum","Least Sandpiper fresh dropping","",9,100,1
"532","ESV_025300","Eukaryota, Chlorophyta, Trebouxiophyceae, Trebouxiophyceae, Trebouxiophyceae, Trebouxiophyceae, ","Least Sandpiper fresh dropping","",9,99.2,1
"533","ESV_025301","Eukaryota, Ciliophora, Intramacronucleata, Conthreep, Oligohymenophorea, Scuticociliatia, ","Least Sandpiper fresh dropping","",8,100,1
"534","ESV_025302","Bacteria, Campilobacterota, Campylobacteria, Campylobacterales, , , ","Least Sandpiper fresh dropping","",8,100,71
"535","ESV_025303","Bacteria, Proteobacteria, Alphaproteobacteria, Holosporales, Holosporaceae, , ","Least Sandpiper fresh dropping","",8,91.3,1
"536","ESV_025304","Eukaryota, Diatomea, Bacillariophyceae, Bacillariophyceae, Bacillariophyceae, Nitzschia, ","Least Sandpiper fresh dropping","",8,98.4,3
"537","ESV_025305","Eukaryota, Amoebozoa, Discosea, Stygamoebida, Stygamoebida, Stygamoebida, ","Least Sandpiper fresh dropping","",8,97,1
"538","ESV_025306","Eukaryota, Amoebozoa, Tubulinea, Euamoebida, Euamoebida, , ","Least Sandpiper fresh dropping","",8,77.8,3
"539","ESV_025307","Eukaryota, Cercozoa, Novel_Clade_Gran-4, Novel_Clade_Gran-4, Novel_Clade_Gran-4, Novel_Clade_Gran-4, ","Least Sandpiper fresh dropping","",8,98.4,1
"540","ESV_025308","Eukaryota, Ancyromonadida, Ancyromonadida, Ancyromonadida, Ancyromonadida, Ancyromonas, sigmoides","Least Sandpiper fresh dropping","",8,96.2,1
"541","ESV_025309","Eukaryota, Ochrophyta, Eustigmatophyceae, Eustigmatales, Eustigmatales, Nannochloropsis, ","Least Sandpiper fresh dropping","",8,99.2,2
"542","ESV_025310","Eukaryota, Euglenozoa, Diplonemea, Diplonemea, Diplonemea, Rhynchopus, ","Least Sandpiper fresh dropping","",8,70.6,1
"543","ESV_025311","Eukaryota, Breviatea, Breviatea, Breviatea, Breviatea, Breviata, ","Least Sandpiper fresh dropping","",8,97.7,1
"544","ESV_025312","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , ","Least Sandpiper fresh dropping","",8,98.1,2
"545","ESV_025313","Eukaryota, Cercozoa, , , , , ","Least Sandpiper fresh dropping","",8,93.8,1
"546","ESV_025314","Bacteria, , , , , , ","Least Sandpiper fresh dropping","",8,98.1,4
"547","ESV_025315","Eukaryota, Ochrophyta, Eustigmatophyceae, Eustigmatales, Eustigmatales, Nannochloropsis, ","Least Sandpiper fresh dropping","",8,99.2,2
"548","ESV_025316",", , , , , , ","Least Sandpiper fresh dropping","",8,NA,NA
"549","ESV_025317","Eukaryota, Ciliophora, Postciliodesmatophora, Heterotrichea, Heterotrichea, Condylostoma, magnum","Least Sandpiper fresh dropping","",8,99,1
