"","date","season","site","site_type","sample_type","group","organisms_L"
"1776",2019-04-14,"spring","NVBR","slough","FB250","mites",0
"1777",2019-04-14,"spring","NVBR","slough","FB250","crustaceans",11.9
"1778",2019-04-14,"spring","NVBR","slough","FB250","worms",0
"1779",2019-04-14,"spring","NVBR","slough","FB250","mollusks",0
"1780",2019-04-14,"spring","NVBR","slough","FB250","beetles",0
"1781",2019-04-14,"spring","NVBR","slough","FB250","springtail",0.1
"1782",2019-04-14,"spring","NVBR","slough","FB250","dragonfly",0
"1783",2019-04-14,"spring","NVBR","slough","FB250","larvae",0
"1784",2019-04-14,"spring","NVBR","slough","FB250","ept",0
"1785",2019-04-14,"spring","VBR1","slough","FB250","flies",0
"1786",2019-04-14,"spring","VBR1","slough","FB250","boaters",1.9
"1787",2019-04-14,"spring","VBR1","slough","FB250","mites",0.1
"1788",2019-04-14,"spring","VBR1","slough","FB250","crustaceans",5.2
"1789",2019-04-14,"spring","VBR1","slough","FB250","worms",0
"1790",2019-04-14,"spring","VBR1","slough","FB250","mollusks",0
"1791",2019-04-14,"spring","VBR1","slough","FB250","beetles",0
"1792",2019-04-14,"spring","VBR1","slough","FB250","springtail",0.3
"1793",2019-04-14,"spring","VBR1","slough","FB250","dragonfly",0
"1794",2019-04-14,"spring","VBR1","slough","FB250","larvae",0
"1795",2019-04-14,"spring","VBR1","slough","FB250","ept",0
"1796",2019-04-18,"spring","NDC","slough","FB250","flies",0
"1797",2019-04-18,"spring","NDC","slough","FB250","boaters",0.1
"1798",2019-04-18,"spring","NDC","slough","FB250","mites",0
"1799",2019-04-18,"spring","NDC","slough","FB250","crustaceans",66.2
"1800",2019-04-18,"spring","NDC","slough","FB250","worms",0
"1801",2019-04-18,"spring","NDC","slough","FB250","mollusks",0.1
"1802",2019-04-18,"spring","NDC","slough","FB250","beetles",0
"1803",2019-04-18,"spring","NDC","slough","FB250","springtail",0
"1804",2019-04-18,"spring","NDC","slough","FB250","dragonfly",0
"1805",2019-04-18,"spring","NDC","slough","FB250","larvae",0
"1806",2019-04-18,"spring","NDC","slough","FB250","ept",0
"1807",2019-05-01,"spring","NVP2","pool","FB250","flies",0
"1808",2019-05-01,"spring","NVP2","pool","FB250","boaters",0.1
"1809",2019-05-01,"spring","NVP2","pool","FB250","mites",0
"1810",2019-05-01,"spring","NVP2","pool","FB250","crustaceans",39.2
"1811",2019-05-01,"spring","NVP2","pool","FB250","worms",0
"1812",2019-05-01,"spring","NVP2","pool","FB250","mollusks",0
"1813",2019-05-01,"spring","NVP2","pool","FB250","beetles",0
"1814",2019-05-01,"spring","NVP2","pool","FB250","springtail",0
"1815",2019-05-01,"spring","NVP2","pool","FB250","dragonfly",0
"1816",2019-05-01,"spring","NVP2","pool","FB250","larvae",0
"1817",2019-05-01,"spring","NVP2","pool","FB250","ept",0
"1818",2019-05-01,"spring","NVP4","pool","FB250","flies",0
"1819",2019-05-01,"spring","NVP4","pool","FB250","boaters",0
"1820",2019-05-01,"spring","NVP4","pool","FB250","mites",0
"1821",2019-05-01,"spring","NVP4","pool","FB250","crustaceans",220.1
"1822",2019-05-01,"spring","NVP4","pool","FB250","worms",0
"1823",2019-05-01,"spring","NVP4","pool","FB250","mollusks",0
"1824",2019-05-01,"spring","NVP4","pool","FB250","beetles",0
"1825",2019-05-01,"spring","NVP4","pool","FB250","springtail",0
"1826",2019-05-01,"spring","NVP4","pool","FB250","dragonfly",0
"1827",2019-05-01,"spring","NVP4","pool","FB250","larvae",0
"1828",2019-05-01,"spring","NVP4","pool","FB250","ept",0
"1829",2019-05-23,"spring","CUL1","slough","FB250","flies",0.6
"1830",2019-05-23,"spring","CUL1","slough","FB250","boaters",16.9
"1831",2019-05-23,"spring","CUL1","slough","FB250","mites",0
"1832",2019-05-23,"spring","CUL1","slough","FB250","crustaceans",1.9
"1833",2019-05-23,"spring","CUL1","slough","FB250","worms",0
"1834",2019-05-23,"spring","CUL1","slough","FB250","mollusks",0
"1835",2019-05-23,"spring","CUL1","slough","FB250","beetles",0.1
"1836",2019-05-23,"spring","CUL1","slough","FB250","springtail",0.3
"1837",2019-05-23,"spring","CUL1","slough","FB250","dragonfly",0
"1838",2019-05-23,"spring","CUL1","slough","FB250","larvae",0
"1839",2019-05-23,"spring","CUL1","slough","FB250","ept",0
"1840",2019-05-23,"spring","MO1","slough","FB250","flies",0
"1841",2019-05-23,"spring","MO1","slough","FB250","boaters",1.1
"1842",2019-05-23,"spring","MO1","slough","FB250","mites",0
"1843",2019-05-23,"spring","MO1","slough","FB250","crustaceans",0.8
"1844",2019-05-23,"spring","MO1","slough","FB250","worms",0
"1845",2019-05-23,"spring","MO1","slough","FB250","mollusks",0
"1846",2019-05-23,"spring","MO1","slough","FB250","beetles",0
"1847",2019-05-23,"spring","MO1","slough","FB250","springtail",0.1
"1848",2019-05-23,"spring","MO1","slough","FB250","dragonfly",0
"1849",2019-05-23,"spring","MO1","slough","FB250","larvae",0
"1850",2019-05-23,"spring","MO1","slough","FB250","ept",0
"1851",2019-05-23,"spring","NEC","slough","FB250","flies",0
"1852",2019-05-23,"spring","NEC","slough","FB250","boaters",2.1
"1853",2019-05-23,"spring","NEC","slough","FB250","mites",0
"1854",2019-05-23,"spring","NEC","slough","FB250","crustaceans",0.1
"1855",2019-05-23,"spring","NEC","slough","FB250","worms",0
"1856",2019-05-23,"spring","NEC","slough","FB250","mollusks",0
"1857",2019-05-23,"spring","NEC","slough","FB250","beetles",0
"1858",2019-05-23,"spring","NEC","slough","FB250","springtail",0
"1859",2019-05-23,"spring","NEC","slough","FB250","dragonfly",0
"1860",2019-05-23,"spring","NEC","slough","FB250","larvae",0
"1861",2019-05-23,"spring","NEC","slough","FB250","ept",0
"1862",2019-05-23,"spring","NMC","slough","FB250","flies",0
"1863",2019-05-23,"spring","NMC","slough","FB250","boaters",0.5
"1864",2019-05-23,"spring","NMC","slough","FB250","mites",0
"1865",2019-05-23,"spring","NMC","slough","FB250","crustaceans",0.1
"1866",2019-05-23,"spring","NMC","slough","FB250","worms",0
"1867",2019-05-23,"spring","NMC","slough","FB250","mollusks",0
"1868",2019-05-23,"spring","NMC","slough","FB250","beetles",0
"1869",2019-05-23,"spring","NMC","slough","FB250","springtail",0
"1870",2019-05-23,"spring","NMC","slough","FB250","dragonfly",0
"1871",2019-05-23,"spring","NMC","slough","FB250","larvae",0
"1872",2019-05-23,"spring","NMC","slough","FB250","ept",0
"1873",2019-05-23,"spring","NVBR","slough","FB250","flies",0
"1874",2019-05-23,"spring","NVBR","slough","FB250","boaters",0
"1875",2019-05-23,"spring","NVBR","slough","FB250","mites",0
"1876",2019-05-23,"spring","NVBR","slough","FB250","crustaceans",0
"1877",2019-05-23,"spring","NVBR","slough","FB250","worms",0.1
"1878",2019-05-23,"spring","NVBR","slough","FB250","mollusks",0
"1879",2019-05-23,"spring","NVBR","slough","FB250","beetles",0
"1880",2019-05-23,"spring","NVBR","slough","FB250","springtail",0
"1881",2019-05-23,"spring","NVBR","slough","FB250","dragonfly",0
"1882",2019-05-23,"spring","NVBR","slough","FB250","larvae",0
"1883",2019-05-23,"spring","NVBR","slough","FB250","ept",0
"1884",2019-05-23,"spring","VBR1","slough","FB250","flies",0
"1885",2019-05-23,"spring","VBR1","slough","FB250","boaters",0
"1886",2019-05-23,"spring","VBR1","slough","FB250","mites",0
"1887",2019-05-23,"spring","VBR1","slough","FB250","crustaceans",0
"1888",2019-05-23,"spring","VBR1","slough","FB250","worms",0
"1889",2019-05-23,"spring","VBR1","slough","FB250","mollusks",0
"1890",2019-05-23,"spring","VBR1","slough","FB250","beetles",0
"1891",2019-05-23,"spring","VBR1","slough","FB250","springtail",0
"1892",2019-05-23,"spring","VBR1","slough","FB250","dragonfly",0
"1893",2019-05-23,"spring","VBR1","slough","FB250","larvae",0
"1894",2019-05-23,"spring","VBR1","slough","FB250","ept",0
"1895",2019-05-24,"spring","NDC","slough","FB250","flies",0.4
"1896",2019-05-24,"spring","NDC","slough","FB250","boaters",0
"1897",2019-05-24,"spring","NDC","slough","FB250","mites",0
"1898",2019-05-24,"spring","NDC","slough","FB250","crustaceans",13.3
"1899",2019-05-24,"spring","NDC","slough","FB250","worms",0
"1900",2019-05-24,"spring","NDC","slough","FB250","mollusks",0
"1901",2019-05-24,"spring","NDC","slough","FB250","beetles",0
"1902",2019-05-24,"spring","NDC","slough","FB250","springtail",0
"1903",2019-05-24,"spring","NDC","slough","FB250","dragonfly",0
"1904",2019-05-24,"spring","NDC","slough","FB250","larvae",0
"1905",2019-05-24,"spring","NDC","slough","FB250","ept",0
"1906",2019-05-24,"spring","NPB","slough","FB250","flies",0.5
"1907",2019-05-24,"spring","NPB","slough","FB250","boaters",5.9
"1908",2019-05-24,"spring","NPB","slough","FB250","mites",0
"1909",2019-05-24,"spring","NPB","slough","FB250","crustaceans",3
"1910",2019-05-24,"spring","NPB","slough","FB250","worms",0
"1911",2019-05-24,"spring","NPB","slough","FB250","mollusks",0
"1912",2019-05-24,"spring","NPB","slough","FB250","beetles",0
"1913",2019-05-24,"spring","NPB","slough","FB250","springtail",0
"1914",2019-05-24,"spring","NPB","slough","FB250","dragonfly",0
"1915",2019-05-24,"spring","NPB","slough","FB250","larvae",0
"1916",2019-05-24,"spring","NPB","slough","FB250","ept",0
"1917",2019-05-24,"spring","NWP","slough","FB250","flies",0.7
"1918",2019-05-24,"spring","NWP","slough","FB250","boaters",0.1
"1919",2019-05-24,"spring","NWP","slough","FB250","mites",0
"1920",2019-05-24,"spring","NWP","slough","FB250","crustaceans",66.7
"1921",2019-05-24,"spring","NWP","slough","FB250","worms",0.1
"1922",2019-05-24,"spring","NWP","slough","FB250","mollusks",0.5
"1923",2019-05-24,"spring","NWP","slough","FB250","beetles",0
"1924",2019-05-24,"spring","NWP","slough","FB250","springtail",0.3
"1925",2019-05-24,"spring","NWP","slough","FB250","dragonfly",0
"1926",2019-05-24,"spring","NWP","slough","FB250","larvae",0
"1927",2019-05-24,"spring","NWP","slough","FB250","ept",0
"1928",2019-06-27,"summer","MO1","slough","FB250","flies",1
"1929",2019-06-27,"summer","MO1","slough","FB250","boaters",6
"1930",2019-06-27,"summer","MO1","slough","FB250","mites",0
"1931",2019-06-27,"summer","MO1","slough","FB250","crustaceans",220.3
"1932",2019-06-27,"summer","MO1","slough","FB250","worms",0
"1933",2019-06-27,"summer","MO1","slough","FB250","mollusks",0
"1934",2019-06-27,"summer","MO1","slough","FB250","beetles",0
"1935",2019-06-27,"summer","MO1","slough","FB250","springtail",0
"1936",2019-06-27,"summer","MO1","slough","FB250","dragonfly",0
"1937",2019-06-27,"summer","MO1","slough","FB250","larvae",0
"1938",2019-06-27,"summer","MO1","slough","FB250","ept",0
"1939",2019-06-27,"summer","NDC","slough","FB250","flies",0
"1940",2019-06-27,"summer","NDC","slough","FB250","boaters",0.6
"1941",2019-06-27,"summer","NDC","slough","FB250","mites",0.3
"1942",2019-06-27,"summer","NDC","slough","FB250","crustaceans",271.9
"1943",2019-06-27,"summer","NDC","slough","FB250","worms",1.2
"1944",2019-06-27,"summer","NDC","slough","FB250","mollusks",1.7
"1945",2019-06-27,"summer","NDC","slough","FB250","beetles",2.4
"1946",2019-06-27,"summer","NDC","slough","FB250","springtail",0
"1947",2019-06-27,"summer","NDC","slough","FB250","dragonfly",0
"1948",2019-06-27,"summer","NDC","slough","FB250","larvae",0
"1949",2019-06-27,"summer","NDC","slough","FB250","ept",0.1
"1950",2019-06-27,"summer","NWP","slough","FB250","flies",2.9
"1951",2019-06-27,"summer","NWP","slough","FB250","boaters",0
"1952",2019-06-27,"summer","NWP","slough","FB250","mites",0
"1953",2019-06-27,"summer","NWP","slough","FB250","crustaceans",206.4
"1954",2019-06-27,"summer","NWP","slough","FB250","worms",0
"1955",2019-06-27,"summer","NWP","slough","FB250","mollusks",0.3
"1956",2019-06-27,"summer","NWP","slough","FB250","beetles",0
"1957",2019-06-27,"summer","NWP","slough","FB250","springtail",0
"1958",2019-06-27,"summer","NWP","slough","FB250","dragonfly",0.8
"1959",2019-06-27,"summer","NWP","slough","FB250","larvae",0
"1960",2019-06-27,"summer","NWP","slough","FB250","ept",0.1
"1961",2019-07-01,"summer","NEC","slough","FB250","flies",0
"1962",2019-07-01,"summer","NEC","slough","FB250","boaters",0
"1963",2019-07-01,"summer","NEC","slough","FB250","mites",0
"1964",2019-07-01,"summer","NEC","slough","FB250","crustaceans",18.7
"1965",2019-07-01,"summer","NEC","slough","FB250","worms",0
"1966",2019-07-01,"summer","NEC","slough","FB250","mollusks",0
"1967",2019-07-01,"summer","NEC","slough","FB250","beetles",0
"1968",2019-07-01,"summer","NEC","slough","FB250","springtail",0
"1969",2019-07-01,"summer","NEC","slough","FB250","dragonfly",0
"1970",2019-07-01,"summer","NEC","slough","FB250","larvae",0
"1971",2019-07-01,"summer","NEC","slough","FB250","ept",0
"1972",2019-07-01,"summer","NMC","slough","FB250","flies",2.3
"1973",2019-07-01,"summer","NMC","slough","FB250","boaters",1.5
"1974",2019-07-01,"summer","NMC","slough","FB250","mites",0
"1975",2019-07-01,"summer","NMC","slough","FB250","crustaceans",33.8
"1976",2019-07-01,"summer","NMC","slough","FB250","worms",0.4
"1977",2019-07-01,"summer","NMC","slough","FB250","mollusks",0
"1978",2019-07-01,"summer","NMC","slough","FB250","beetles",0
"1979",2019-07-01,"summer","NMC","slough","FB250","springtail",0
"1980",2019-07-01,"summer","NMC","slough","FB250","dragonfly",0
"1981",2019-07-01,"summer","NMC","slough","FB250","larvae",0
"1982",2019-07-01,"summer","NMC","slough","FB250","ept",0
"1983",2019-07-01,"summer","NPB","slough","FB250","flies",1.4
"1984",2019-07-01,"summer","NPB","slough","FB250","boaters",4.3
"1985",2019-07-01,"summer","NPB","slough","FB250","mites",0
"1986",2019-07-01,"summer","NPB","slough","FB250","crustaceans",16.8
"1987",2019-07-01,"summer","NPB","slough","FB250","worms",4.5
"1988",2019-07-01,"summer","NPB","slough","FB250","mollusks",0
"1989",2019-07-01,"summer","NPB","slough","FB250","beetles",0
"1990",2019-07-01,"summer","NPB","slough","FB250","springtail",0
"1991",2019-07-01,"summer","NPB","slough","FB250","dragonfly",0
"1992",2019-07-01,"summer","NPB","slough","FB250","larvae",0
"1993",2019-07-01,"summer","NPB","slough","FB250","ept",0
"1994",2019-07-02,"summer","NVBR","slough","FB250","flies",2.4
"1995",2019-07-02,"summer","NVBR","slough","FB250","boaters",0.8
"1996",2019-07-02,"summer","NVBR","slough","FB250","mites",0
"1997",2019-07-02,"summer","NVBR","slough","FB250","crustaceans",4.9
"1998",2019-07-02,"summer","NVBR","slough","FB250","worms",0
"1999",2019-07-02,"summer","NVBR","slough","FB250","mollusks",0
"2000",2019-07-02,"summer","NVBR","slough","FB250","beetles",0
"2001",2019-07-02,"summer","NVBR","slough","FB250","springtail",0
"2002",2019-07-02,"summer","NVBR","slough","FB250","dragonfly",0
"2003",2019-07-02,"summer","NVBR","slough","FB250","larvae",0
"2004",2019-07-02,"summer","NVBR","slough","FB250","ept",0
"2005",2019-07-02,"summer","VBR1","slough","FB250","flies",7.7
"2006",2019-07-02,"summer","VBR1","slough","FB250","boaters",12.4
"2007",2019-07-02,"summer","VBR1","slough","FB250","mites",0
"2008",2019-07-02,"summer","VBR1","slough","FB250","crustaceans",29.7
"2009",2019-07-02,"summer","VBR1","slough","FB250","worms",0
"2010",2019-07-02,"summer","VBR1","slough","FB250","mollusks",0
"2011",2019-07-02,"summer","VBR1","slough","FB250","beetles",0
"2012",2019-07-02,"summer","VBR1","slough","FB250","springtail",0
"2013",2019-07-02,"summer","VBR1","slough","FB250","dragonfly",0
"2014",2019-07-02,"summer","VBR1","slough","FB250","larvae",0
"2015",2019-07-02,"summer","VBR1","slough","FB250","ept",0
"2016",2019-07-11,"summer","DSP","pool","FB250","flies",0.1
"2017",2019-07-11,"summer","DSP","pool","FB250","boaters",0
"2018",2019-07-11,"summer","DSP","pool","FB250","mites",0.1
"2019",2019-07-11,"summer","DSP","pool","FB250","crustaceans",21.5
"2020",2019-07-11,"summer","DSP","pool","FB250","worms",0
"2021",2019-07-11,"summer","DSP","pool","FB250","mollusks",0
"2022",2019-07-11,"summer","DSP","pool","FB250","beetles",0
"2023",2019-07-11,"summer","DSP","pool","FB250","springtail",0.5
"2024",2019-07-11,"summer","DSP","pool","FB250","dragonfly",0
"2025",2019-07-11,"summer","DSP","pool","FB250","larvae",0
"2026",2019-07-11,"summer","DSP","pool","FB250","ept",0
"2027",2019-07-12,"summer","CUL1","slough","FB250","flies",0
"2028",2019-07-12,"summer","CUL1","slough","FB250","boaters",92.9
"2029",2019-07-12,"summer","CUL1","slough","FB250","mites",0.1
"2030",2019-07-12,"summer","CUL1","slough","FB250","crustaceans",32.5
"2031",2019-07-12,"summer","CUL1","slough","FB250","worms",0
"2032",2019-07-12,"summer","CUL1","slough","FB250","mollusks",0
"2033",2019-07-12,"summer","CUL1","slough","FB250","beetles",0
"2034",2019-07-12,"summer","CUL1","slough","FB250","springtail",0
"2035",2019-07-12,"summer","CUL1","slough","FB250","dragonfly",0
"2036",2019-07-12,"summer","CUL1","slough","FB250","larvae",0
"2037",2019-07-12,"summer","CUL1","slough","FB250","ept",0
"2038",2019-08-01,"summer","NEC","slough","FB250","flies",0
"2039",2019-08-01,"summer","NEC","slough","FB250","boaters",0
"2040",2019-08-01,"summer","NEC","slough","FB250","mites",0
"2041",2019-08-01,"summer","NEC","slough","FB250","crustaceans",0
"2042",2019-08-01,"summer","NEC","slough","FB250","worms",0
"2043",2019-08-01,"summer","NEC","slough","FB250","mollusks",0
"2044",2019-08-01,"summer","NEC","slough","FB250","beetles",0
"2045",2019-08-01,"summer","NEC","slough","FB250","springtail",0
"2046",2019-08-01,"summer","NEC","slough","FB250","dragonfly",0
"2047",2019-08-01,"summer","NEC","slough","FB250","larvae",0
"2048",2019-08-01,"summer","NEC","slough","FB250","ept",0
"2049",2019-08-01,"summer","NMC","slough","FB250","flies",1.7
"2050",2019-08-01,"summer","NMC","slough","FB250","boaters",2
"2051",2019-08-01,"summer","NMC","slough","FB250","mites",0
"2052",2019-08-01,"summer","NMC","slough","FB250","crustaceans",17.2
"2053",2019-08-01,"summer","NMC","slough","FB250","worms",0
"2054",2019-08-01,"summer","NMC","slough","FB250","mollusks",0
"2055",2019-08-01,"summer","NMC","slough","FB250","beetles",0
"2056",2019-08-01,"summer","NMC","slough","FB250","springtail",0
"2057",2019-08-01,"summer","NMC","slough","FB250","dragonfly",0
"2058",2019-08-01,"summer","NMC","slough","FB250","larvae",0
"2059",2019-08-01,"summer","NMC","slough","FB250","ept",0
"2060",2019-08-01,"summer","NPB","slough","FB250","flies",0.9
"2061",2019-08-01,"summer","NPB","slough","FB250","boaters",13.5
"2062",2019-08-01,"summer","NPB","slough","FB250","mites",0
"2063",2019-08-01,"summer","NPB","slough","FB250","crustaceans",8.9
"2064",2019-08-01,"summer","NPB","slough","FB250","worms",0.1
"2065",2019-08-01,"summer","NPB","slough","FB250","mollusks",0
"2066",2019-08-01,"summer","NPB","slough","FB250","beetles",0.1
"2067",2019-08-01,"summer","NPB","slough","FB250","springtail",0
"2068",2019-08-01,"summer","NPB","slough","FB250","dragonfly",0
"2069",2019-08-01,"summer","NPB","slough","FB250","larvae",0
"2070",2019-08-01,"summer","NPB","slough","FB250","ept",0
"2071",2019-08-01,"summer","NWP","slough","FB250","flies",2.8
"2072",2019-08-01,"summer","NWP","slough","FB250","boaters",0
"2073",2019-08-01,"summer","NWP","slough","FB250","mites",0
"2074",2019-08-01,"summer","NWP","slough","FB250","crustaceans",13.4
"2075",2019-08-01,"summer","NWP","slough","FB250","worms",0
"2076",2019-08-01,"summer","NWP","slough","FB250","mollusks",0
"2077",2019-08-01,"summer","NWP","slough","FB250","beetles",0
"2078",2019-08-01,"summer","NWP","slough","FB250","springtail",0
"2079",2019-08-01,"summer","NWP","slough","FB250","dragonfly",0
"2080",2019-08-01,"summer","NWP","slough","FB250","larvae",0
"2081",2019-08-01,"summer","NWP","slough","FB250","ept",0
"2082",2019-08-02,"summer","CUL1","slough","FB250","flies",0
"2083",2019-08-02,"summer","CUL1","slough","FB250","boaters",40.9
"2084",2019-08-02,"summer","CUL1","slough","FB250","mites",0
"2085",2019-08-02,"summer","CUL1","slough","FB250","crustaceans",0.1
"2086",2019-08-02,"summer","CUL1","slough","FB250","worms",2.5
"2087",2019-08-02,"summer","CUL1","slough","FB250","mollusks",0
"2088",2019-08-02,"summer","CUL1","slough","FB250","beetles",0
"2089",2019-08-02,"summer","CUL1","slough","FB250","springtail",0
"2090",2019-08-02,"summer","CUL1","slough","FB250","dragonfly",0
"2091",2019-08-02,"summer","CUL1","slough","FB250","larvae",0
"2092",2019-08-02,"summer","CUL1","slough","FB250","ept",0
"2093",2019-08-02,"summer","MO1","slough","FB250","flies",0
"2094",2019-08-02,"summer","MO1","slough","FB250","boaters",36.4
"2095",2019-08-02,"summer","MO1","slough","FB250","mites",0
"2096",2019-08-02,"summer","MO1","slough","FB250","crustaceans",12.5
"2097",2019-08-02,"summer","MO1","slough","FB250","worms",0
"2098",2019-08-02,"summer","MO1","slough","FB250","mollusks",0
"2099",2019-08-02,"summer","MO1","slough","FB250","beetles",0
"2100",2019-08-02,"summer","MO1","slough","FB250","springtail",0
"2101",2019-08-02,"summer","MO1","slough","FB250","dragonfly",0
"2102",2019-08-02,"summer","MO1","slough","FB250","larvae",0
"2103",2019-08-02,"summer","MO1","slough","FB250","ept",0
"2104",2019-08-02,"summer","NVBR","slough","FB250","flies",0
"2105",2019-08-02,"summer","NVBR","slough","FB250","boaters",8.1
"2106",2019-08-02,"summer","NVBR","slough","FB250","mites",0
"2107",2019-08-02,"summer","NVBR","slough","FB250","crustaceans",14
"2108",2019-08-02,"summer","NVBR","slough","FB250","worms",0
"2109",2019-08-02,"summer","NVBR","slough","FB250","mollusks",0
"2110",2019-08-02,"summer","NVBR","slough","FB250","beetles",0
"2111",2019-08-02,"summer","NVBR","slough","FB250","springtail",0
"2112",2019-08-02,"summer","NVBR","slough","FB250","dragonfly",0
"2113",2019-08-02,"summer","NVBR","slough","FB250","larvae",0
"2114",2019-08-02,"summer","NVBR","slough","FB250","ept",0
"2115",2019-08-02,"summer","VBR1","slough","FB250","flies",0
"2116",2019-08-02,"summer","VBR1","slough","FB250","boaters",6.5
"2117",2019-08-02,"summer","VBR1","slough","FB250","mites",0
"2118",2019-08-02,"summer","VBR1","slough","FB250","crustaceans",0
"2119",2019-08-02,"summer","VBR1","slough","FB250","worms",0
"2120",2019-08-02,"summer","VBR1","slough","FB250","mollusks",0
"2121",2019-08-02,"summer","VBR1","slough","FB250","beetles",0
"2122",2019-08-02,"summer","VBR1","slough","FB250","springtail",0
"2123",2019-08-02,"summer","VBR1","slough","FB250","dragonfly",0
"2124",2019-08-02,"summer","VBR1","slough","FB250","larvae",0
"2125",2019-08-02,"summer","VBR1","slough","FB250","ept",0
"2126",2019-08-03,"summer","DSP","pool","FB250","flies",0
"2127",2019-08-03,"summer","DSP","pool","FB250","boaters",0.1
"2128",2019-08-03,"summer","DSP","pool","FB250","mites",0.5
"2129",2019-08-03,"summer","DSP","pool","FB250","crustaceans",6.7
"2130",2019-08-03,"summer","DSP","pool","FB250","worms",0
"2131",2019-08-03,"summer","DSP","pool","FB250","mollusks",0
"2132",2019-08-03,"summer","DSP","pool","FB250","beetles",0
"2133",2019-08-03,"summer","DSP","pool","FB250","springtail",0
"2134",2019-08-03,"summer","DSP","pool","FB250","dragonfly",0
"2135",2019-08-03,"summer","DSP","pool","FB250","larvae",0
"2136",2019-08-03,"summer","DSP","pool","FB250","ept",0
"2137",2019-09-18,"fall","NPB","slough","FB250","flies",0
"2138",2019-09-18,"fall","NPB","slough","FB250","boaters",0
"2139",2019-09-18,"fall","NPB","slough","FB250","mites",0
"2140",2019-09-18,"fall","NPB","slough","FB250","crustaceans",2.7
"2141",2019-09-18,"fall","NPB","slough","FB250","worms",0
"2142",2019-09-18,"fall","NPB","slough","FB250","mollusks",0
"2143",2019-09-18,"fall","NPB","slough","FB250","beetles",0
"2144",2019-09-18,"fall","NPB","slough","FB250","springtail",0
"2145",2019-09-18,"fall","NPB","slough","FB250","dragonfly",0
"2146",2019-09-18,"fall","NPB","slough","FB250","larvae",0
"2147",2019-09-18,"fall","NPB","slough","FB250","ept",0
"2148",2019-09-20,"fall","NEC","slough","FB250","flies",0
"2149",2019-09-20,"fall","NEC","slough","FB250","boaters",2.8
"2150",2019-09-20,"fall","NEC","slough","FB250","mites",0
"2151",2019-09-20,"fall","NEC","slough","FB250","crustaceans",0.3
"2152",2019-09-20,"fall","NEC","slough","FB250","worms",0.1
"2153",2019-09-20,"fall","NEC","slough","FB250","mollusks",0
"2154",2019-09-20,"fall","NEC","slough","FB250","beetles",0
"2155",2019-09-20,"fall","NEC","slough","FB250","springtail",0
"2156",2019-09-20,"fall","NEC","slough","FB250","dragonfly",0
"2157",2019-09-20,"fall","NEC","slough","FB250","larvae",0
"2158",2019-09-20,"fall","NEC","slough","FB250","ept",0
"2159",2019-09-20,"fall","NMC","slough","FB250","flies",0.3
"2160",2019-09-20,"fall","NMC","slough","FB250","boaters",0.3
"2161",2019-09-20,"fall","NMC","slough","FB250","mites",0
"2162",2019-09-20,"fall","NMC","slough","FB250","crustaceans",3.9
"2163",2019-09-20,"fall","NMC","slough","FB250","worms",0.1
"2164",2019-09-20,"fall","NMC","slough","FB250","mollusks",0
"2165",2019-09-20,"fall","NMC","slough","FB250","beetles",0
"2166",2019-09-20,"fall","NMC","slough","FB250","springtail",0
"2167",2019-09-20,"fall","NMC","slough","FB250","dragonfly",0
"2168",2019-09-20,"fall","NMC","slough","FB250","larvae",0
"2169",2019-09-20,"fall","NMC","slough","FB250","ept",0
"2170",2019-09-23,"fall","NVBR","slough","FB250","flies",0
"2171",2019-09-23,"fall","NVBR","slough","FB250","boaters",0.1
"2172",2019-09-23,"fall","NVBR","slough","FB250","mites",0
"2173",2019-09-23,"fall","NVBR","slough","FB250","crustaceans",0
"2174",2019-09-23,"fall","NVBR","slough","FB250","worms",0
"2175",2019-09-23,"fall","NVBR","slough","FB250","mollusks",0
"2176",2019-09-23,"fall","NVBR","slough","FB250","beetles",0
"2177",2019-09-23,"fall","NVBR","slough","FB250","springtail",0
"2178",2019-09-23,"fall","NVBR","slough","FB250","dragonfly",0
"2179",2019-09-23,"fall","NVBR","slough","FB250","larvae",0
"2180",2019-09-23,"fall","NVBR","slough","FB250","ept",0
"2181",2019-09-23,"fall","VBR1","slough","FB250","flies",0
"2182",2019-09-23,"fall","VBR1","slough","FB250","boaters",0.1
"2183",2019-09-23,"fall","VBR1","slough","FB250","mites",0
"2184",2019-09-23,"fall","VBR1","slough","FB250","crustaceans",0.4
"2185",2019-09-23,"fall","VBR1","slough","FB250","worms",0
"2186",2019-09-23,"fall","VBR1","slough","FB250","mollusks",0
"2187",2019-09-23,"fall","VBR1","slough","FB250","beetles",0
"2188",2019-09-23,"fall","VBR1","slough","FB250","springtail",0
"2189",2019-09-23,"fall","VBR1","slough","FB250","dragonfly",0
"2190",2019-09-23,"fall","VBR1","slough","FB250","larvae",0
"2191",2019-09-23,"fall","VBR1","slough","FB250","ept",0
"2192",2019-09-24,"fall","DSP","pool","FB250","flies",1.1
"2193",2019-09-24,"fall","DSP","pool","FB250","boaters",0.9
"2194",2019-09-24,"fall","DSP","pool","FB250","mites",0
"2195",2019-09-24,"fall","DSP","pool","FB250","crustaceans",141.8
"2196",2019-09-24,"fall","DSP","pool","FB250","worms",0
"2197",2019-09-24,"fall","DSP","pool","FB250","mollusks",0
"2198",2019-09-24,"fall","DSP","pool","FB250","beetles",0
